order_id,customer_id,order_date,status,shipping_country,shipping_city,shipping_address,shipped_date,delivered_date
1336,274,2024-09-28T15:00:59,confirmed,España,Verghereto,Studio 50k Heath Mission,,
1337,165,2025-01-27T10:27:03,delivered,Francia,Saint Manon,Glorieta Leandro Raya 55 Puerta 1,2025-01-29,2025-02-04
1338,416,2025-12-20T08:35:50,delivered,España,Regina,Studio 81 Keith Gardens,2025-12-21,2025-12-23
1339,29,2026-02-05T06:59:14,delivered,España,Casale Cremasco Vidolasco,"1, rue Patrick Moulin",2026-02-06,2026-02-10
1340,574,2025-07-15T17:40:20,cancelled,Italia,Beeskow,Vial Abilio Cabello 98 Apt. 53,,
1341,38,2025-07-14T15:21:54,shipped,Alemania,Port Georginaborough,Ronda Iván Ribes 4 Puerta 9,2025-07-15,
1342,140,2025-10-06T09:55:44,delivered,Alemania,Ciudad,"8, boulevard de Allain",2025-10-07,2025-10-11
1343,564,2024-06-26T10:06:48,delivered,España,Mainburg,"1, chemin Dumont",2024-06-27,2024-07-04
1344,498,2025-08-28T01:32:15,cancelled,Francia,Tarragona,Plaza de Yago Carbonell 53,,
1345,57,2026-04-26T00:43:29,delivered,Portugal,Galdo Cilento,Rambla Inocencio Segarra 9 Piso 1,2026-04-27,2026-05-01
1346,66,2026-06-20T10:50:56,delivered,Francia,Salamanca,Heserring 8-3,2026-06-22,2026-06-25
1347,93,2024-06-22T23:56:10,delivered,España,Pezzo Di Villa San Giovanni,Drewesstr. 876,2024-06-24,2024-06-30
1348,242,2026-06-27T05:07:03,delivered,Francia,León,"9, avenue de Hamel",2026-06-28,2026-07-04
1349,124,2024-08-24T18:12:48,delivered,Francia,Smithstad,avenue Salmon,2024-08-27,2024-09-01
1350,538,2025-01-27T21:07:56,cancelled,Países Bajos,Devaux-sur-Mer,Cuesta de Hipólito Segarra 4 Puerta 8,,
1351,93,2024-08-09T18:04:30,delivered,España,Lambert,4 Hunt Hollow,2024-08-10,2024-08-16
1352,338,2025-07-04T11:24:39,delivered,Francia,Kronach,Studio 3 David Hill,2025-07-07,2025-07-12
1353,434,2025-11-13T08:35:24,returned,España,Zaragoza,"5, rue Besson",2025-11-14,2025-11-17
1354,220,2026-06-04T06:22:37,delivered,Alemania,Denisebury,Glorieta de Susana Ricart 17 Piso 6,2026-06-06,2026-06-10
1355,58,2024-01-14T09:15:32,pending,Alemania,Pirmasens,"Piazza Gagliano, 8 Appartamento 4",,
1356,384,2025-10-16T19:25:22,pending,Italia,Clerc-sur-Dumas,"61, rue de Letellier",,
1357,325,2024-06-23T04:06:46,delivered,Italia,Lake Carlyburgh,chemin Joséphine Hubert,2024-06-26,2024-06-29
1358,285,2024-03-16T08:58:09,delivered,Portugal,Bad Liebenwerda,Weimerweg 291,2024-03-17,2024-03-21
1359,316,2026-04-16T13:23:20,shipped,Alemania,Gioviano,247 Maureen Fields,2026-04-17,
1360,36,2025-04-21T22:03:25,shipped,Italia,Murcia,Calle de Regina Tenorio 97 Puerta 8,2025-04-24,
1361,246,2024-09-22T01:59:26,cancelled,Francia,Güstrow,"Rotonda Ernesto, 21 Piano 8",,
1362,394,2024-12-09T20:07:27,cancelled,Alemania,Delattre,Theda-Anders-Straße 47,,
1363,372,2025-11-10T23:15:48,delivered,Alemania,Gifhorn,Via Florentino Serra 85 Apt. 61,2025-11-13,2025-11-13
1364,454,2026-02-18T08:36:23,delivered,Italia,Schneider-sur-Raynaud,"98, rue Baudry",2026-02-20,2026-02-21
1365,262,2024-10-30T14:18:28,cancelled,Países Bajos,South Melanieburgh,Plaza Angelina Benítez 67,,
1366,242,2026-03-10T03:17:09,cancelled,Francia,North Janet,13 Pauline Ridges,,
1367,165,2024-09-10T07:39:35,delivered,Francia,Casa Forlai,Lothar-Stroh-Weg 3,2024-09-12,2024-09-18
1368,417,2026-01-11T23:27:46,delivered,España,Brunel,Plathallee 68/73,2026-01-12,2026-01-16
1369,504,2026-03-28T02:54:58,delivered,Alemania,East Hayleyview,5 Whitehouse Valleys,2026-03-30,2026-04-05
1370,433,2024-08-14T12:06:50,confirmed,Francia,Saulgau,Studio 14 Taylor Fall,,
1371,165,2025-01-29T03:39:19,shipped,Francia,Teruel,Flat 1 Barnes Rapid,2025-02-01,
1372,68,2026-05-09T18:26:06,delivered,Portugal,Grevesmühlen,Alameda de Joaquín Burgos 46,2026-05-11,2026-05-15
1373,335,2026-03-20T19:56:31,delivered,España,Álava,"68, rue de Gilles",2026-03-22,2026-03-28
1374,189,2026-06-01T01:53:48,delivered,Italia,Caldes,Ernstweg 1/9,2026-06-04,2026-06-07
1375,140,2025-01-26T23:20:30,delivered,Alemania,Baiano,Glorieta de Nando Buendía 96 Apt. 13,2025-01-27,2025-02-01
1376,313,2025-08-07T22:52:32,delivered,Alemania,Lucaschester,rue Georges Voisin,2025-08-09,2025-08-14
1377,162,2026-06-03T04:02:06,pending,Alemania,Markburgh,Freya-Geißler-Allee 2/9,,
1378,134,2026-01-08T18:48:01,confirmed,Alemania,South Elliebury,54 Neil Plains,,
1379,421,2025-08-28T21:37:38,returned,España,Girona,Wesackstr. 3/1,2025-08-30,2025-09-03
1380,267,2026-04-16T04:51:39,delivered,Países Bajos,Duncanstad,Ronda de Pascual Bou 9 Piso 1,2026-04-17,2026-04-24
1381,289,2025-04-19T11:55:36,cancelled,España,Gunzenhausen,Cañada Ana Belén Ortega 99 Puerta 1,,
1382,425,2025-09-07T03:04:22,shipped,Francia,Thomasport,Flat 19d Emma Wall,2025-09-09,
1383,387,2025-10-06T14:19:36,delivered,España,Albacete,Studio 5 Farrell Ports,2025-10-09,2025-10-10
1384,572,2024-09-01T00:50:10,delivered,Alemania,Onach,Cuesta Roberto Pizarro 79,2024-09-04,2024-09-08
1385,92,2024-12-21T08:19:37,delivered,Portugal,Montedinove,Flat 38 Green Glen,2024-12-23,2024-12-25
1386,51,2026-03-09T06:08:39,returned,España,Santa Cruz de Tenerife,"Vicolo Nadia, 34",2026-03-11,2026-03-16
1387,267,2026-01-14T21:51:34,delivered,Países Bajos,Koblenz,"48, avenue Laurent Renaud",2026-01-15,2026-01-17
1388,175,2026-05-31T13:23:44,delivered,Francia,Germersheim,Koch IIgasse 7-5,2026-06-03,2026-06-03
1389,446,2025-09-01T19:08:42,returned,Alemania,Vizcaya,Karsten-Hering-Allee 369,2025-09-03,2025-09-09
1390,230,2024-11-16T04:18:53,delivered,España,Colpalombo,Heuserplatz 60/39,2024-11-19,2024-11-20
1391,295,2024-12-07T09:41:31,delivered,España,Vigolzone,"Canale Alfonsi, 769 Appartamento 5",2024-12-10,2024-12-13
1392,442,2025-10-13T04:44:25,delivered,España,BoulangerVille,Madeleine-Rogner-Weg 6009,2025-10-14,2025-10-20
1393,194,2026-01-07T10:18:09,delivered,España,Quedlinburg,"Contrada Ippazio, 796 Piano 7",2026-01-09,2026-01-11
1394,30,2026-06-14T05:18:49,shipped,España,Tarragona,Ronda Daniela Aznar 5 Puerta 7,2026-06-16,
1395,462,2025-08-09T08:34:25,delivered,Portugal,Albacete,Studio 71v Jones Knolls,2025-08-10,2025-08-14
1396,470,2025-07-19T23:33:54,delivered,España,Petitjeanboeuf,Paseo Luisa Vazquez 20 Piso 7,2025-07-20,2025-07-22
1397,332,2024-08-16T04:50:59,delivered,Alemania,Regensburg,35 Allen Islands,2024-08-19,2024-08-22
1398,393,2026-04-22T07:43:35,delivered,España,Guadalajara,Ronda de Rocío Grande 55 Apt. 24,2026-04-25,2026-04-28
1399,263,2026-06-24T21:44:35,returned,Italia,Hammondside,"Viale Catenazzi, 10",2026-06-25,2026-06-27
1400,54,2024-04-18T02:08:20,delivered,Francia,Dianafort,"56, rue de Lombard",2024-04-20,2024-04-22
1401,47,2024-04-16T12:53:59,delivered,Italia,Blondel,Römerallee 6,2024-04-17,2024-04-21
1402,391,2024-09-17T22:33:39,delivered,Alemania,Sallystad,101 Jennifer Plaza,2024-09-19,2024-09-23
1403,136,2024-09-22T13:30:14,returned,Italia,Pallare,"Vicolo Federica, 930 Piano 7",2024-09-25,2024-09-25
1404,267,2025-08-19T06:31:50,delivered,Países Bajos,Zerbst,avenue Millet,2025-08-20,2025-08-26
1405,480,2024-02-16T12:20:56,delivered,España,Roux,Flat 44 Kelly Ranch,2024-02-17,2024-02-19
1406,444,2025-03-11T19:18:43,confirmed,Alemania,Olpe,"Borgo Coluccio, 2 Piano 7",,
1407,120,2024-12-05T09:28:51,confirmed,Alemania,Sainte MichèleVille,"8, chemin Agathe Pinto",,
1408,131,2025-06-11T01:36:28,delivered,Alemania,Giraudnec,Flat 67 Booth Pass,2025-06-13,2025-06-16
1409,441,2024-12-24T13:07:43,delivered,España,Castello Di Brianza,"55, chemin de Delahaye",2024-12-26,2024-12-29
1410,530,2025-05-20T09:36:11,returned,Francia,Stephaniemouth,Flat 77 Shaw Ways,2025-05-22,2025-05-26
1411,504,2026-02-06T11:29:18,delivered,Alemania,Lugo,"88, rue Rémy Gérard",2026-02-07,2026-02-13
1412,451,2026-02-28T23:56:09,delivered,España,La Rioja,"5, avenue de Marty",2026-03-01,2026-03-04
1413,236,2026-02-05T01:59:12,delivered,España,Craigland,Gabriella-Wulf-Platz 9,2026-02-06,2026-02-08
1414,168,2025-01-16T09:28:28,delivered,España,San Nicola Baronia,Calle de Natividad Rebollo 66,2025-01-19,2025-01-22
1415,507,2025-05-14T04:13:27,confirmed,Portugal,Vialba,Studio 45p Waters Manors,,
1416,366,2024-07-02T16:04:30,cancelled,España,Illertissen,266 Julia Springs,,
1417,497,2025-04-23T20:25:12,delivered,España,Córdoba,rue de Muller,2025-04-25,2025-04-29
1418,127,2025-12-04T05:23:25,delivered,Portugal,Granada,"Strada Bosurgi, 5 Appartamento 5",2025-12-06,2025-12-07
1419,185,2024-11-07T10:20:39,shipped,España,Maréchal,chemin Charlotte Pons,2024-11-08,
1420,280,2025-07-24T18:31:21,delivered,Italia,Sainte Danielledan,Camino de Sergio Pulido 38 Puerta 9,2025-07-27,2025-08-01
1421,598,2024-10-19T07:43:59,returned,España,Teruel,Studio 5 Brown Row,2024-10-20,2024-10-26
1422,185,2024-07-25T20:46:54,delivered,España,Capraia E Limite,Hella-Heinrich-Gasse 892,2024-07-27,2024-07-28
1423,97,2024-03-08T18:08:08,cancelled,Portugal,Durand,Stiffelplatz 3-3,,
1424,27,2026-03-29T11:57:57,delivered,Portugal,Almería,Pauline-Cichorius-Weg 7-1,2026-03-31,2026-04-06
1425,404,2024-01-22T04:26:29,pending,Portugal,Hechingen,"28, avenue Nath Traore",,
1426,109,2025-04-12T21:29:36,delivered,España,Pisano Etneo,Studio 4 Mason Alley,2025-04-14,2025-04-16
1427,472,2024-12-01T02:57:05,delivered,Alemania,Lyndaview,Suzanne-Weinhold-Allee 838,2024-12-04,2024-12-09
1428,276,2025-12-16T16:31:53,shipped,Francia,Jakeside,"87, rue Lucas Robin",2025-12-19,
1429,338,2024-09-22T00:12:40,delivered,Francia,Martinhaven,5 Chapman Manor,2024-09-23,2024-09-30
1430,333,2024-10-20T16:29:48,delivered,España,Iserlohn,Studio 21F Ward Road,2024-10-23,2024-10-28
1431,133,2024-09-30T20:43:20,delivered,Portugal,Brogliano,"Via Angelica, 95 Piano 7",2024-10-01,2024-10-03
1432,290,2025-08-26T23:26:03,confirmed,Francia,Fürstenfeldbruck,"Vicolo Giancarlo, 8",,
1433,73,2026-04-11T02:01:19,delivered,España,Murcia,Glorieta de Juan Antonio Castejón 324 Apt. 95,2026-04-14,2026-04-18
1434,409,2024-01-13T03:22:10,delivered,Alemania,Crosano,121 Nash Fields,2024-01-15,2024-01-17
1435,92,2024-09-08T14:31:26,shipped,Portugal,Brand,Hans-Peter-Hering-Gasse 45/15,2024-09-09,
1436,167,2025-11-28T07:34:52,confirmed,España,Ceuta,Cañada Manu Alarcón 97,,
1437,292,2026-05-13T14:39:02,delivered,Francia,Almería,"Vicolo Vezzali, 875 Appartamento 54",2026-05-16,2026-05-21
1438,306,2025-10-05T04:23:27,cancelled,España,Pontevedra,"Incrocio Diana, 5",,
1439,318,2025-10-16T15:44:30,delivered,España,Pottier,Ronda Cruz Piñeiro 29,2025-10-19,2025-10-23
1440,99,2026-04-05T13:04:20,delivered,Alemania,Valladolid,"Canale Giorgio, 91",2026-04-07,2026-04-12
1441,457,2024-06-07T17:49:35,delivered,Alemania,Marchand-les-Bains,C. de Francisco Piquer 396 Apt. 83,2024-06-09,2024-06-13
1442,434,2026-05-09T20:30:01,confirmed,España,Rochlitz,Acceso Cloe Grau 85,,
1443,378,2026-04-03T15:23:02,shipped,España,New Teresa,rue de Barbier,2026-04-06,
1444,437,2025-12-06T15:48:19,delivered,Alemania,North Leahmouth,Wähnerplatz 4/9,2025-12-07,2025-12-09
1445,475,2025-05-17T12:26:33,delivered,Portugal,Saint Julietteboeuf,Rambla de Valentina Arribas 18 Puerta 2,2025-05-20,2025-05-21
1446,508,2024-07-21T05:38:45,delivered,Alemania,Roccafiorita,Cañada Carmina Andrade 52 Apt. 65,2024-07-24,2024-07-29
1447,86,2025-02-21T19:06:10,cancelled,Alemania,Grimma,"150, rue Luce Gaudin",,
1448,448,2024-10-10T17:02:50,confirmed,Alemania,Montecarelli,Strohring 6016,,
1449,308,2025-02-03T17:23:21,delivered,Portugal,Delitzsch,Studio 88 Wood Light,2025-02-04,2025-02-07
1450,255,2025-03-22T10:56:15,delivered,Portugal,Uffenheim,"Borgo Ottavio, 6",2025-03-25,2025-03-28
1451,49,2026-01-10T20:41:59,delivered,Francia,Vilpia,Paseo Roberto Agullo 57,2026-01-13,2026-01-13
1452,526,2025-11-30T01:38:30,shipped,Portugal,Saint MarcelVille,Flat 4 Elliott Points,2025-12-01,
1453,423,2025-01-17T15:28:14,delivered,España,Mohammadland,"Viale Zanzi, 85",2025-01-18,2025-01-23
1454,260,2025-02-22T20:41:51,confirmed,Países Bajos,New Sarah,Glorieta de Feliciana Barbero 353 Puerta 6,,
1455,600,2025-12-12T09:16:45,confirmed,Alemania,Sainte Danielle,"Rotonda Parmitano, 99 Appartamento 2",,
1456,17,2025-10-03T18:19:47,delivered,España,Fellette,Urbanización Raúl Gallego 7,2025-10-04,2025-10-11
1457,184,2025-10-22T16:51:10,delivered,Países Bajos,Lugo Di Vicenza,"86, avenue Constance Moreau",2025-10-23,2025-10-28
1458,427,2026-02-02T03:01:57,delivered,España,Gignod,Wolf-Dieter-Heuser-Allee 6/8,2026-02-05,2026-02-07
1459,466,2025-08-11T21:22:46,delivered,España,Bitterfeld,Studio 31E Bartlett Spur,2025-08-14,2025-08-17
1460,350,2024-03-20T09:39:03,delivered,España,Nürtingen,"Stretto Saragat, 91 Piano 2",2024-03-21,2024-03-24
1461,266,2026-05-06T02:50:52,pending,Italia,BretonBourg,Callejón de Nicanor Goicoechea 79 Piso 5,,
1462,445,2024-11-28T03:52:16,delivered,España,Vizcaya,"7, boulevard Joséphine Launay",2024-12-01,2024-12-01
1463,120,2025-11-01T14:22:44,delivered,Alemania,Port Adamshire,Studio 82d Hannah Tunnel,2025-11-02,2025-11-05
1464,472,2024-05-21T17:22:17,confirmed,Alemania,North Tobyshire,"52, rue Hardy",,
1465,499,2024-08-23T14:44:56,delivered,Portugal,Havelberg,"Incrocio Poerio, 79",2024-08-25,2024-08-30
1466,370,2025-10-27T22:27:17,delivered,Francia,Cuenca,Cañada Carolina Adadia 6,2025-10-30,2025-11-04
1467,310,2025-12-31T14:22:53,delivered,Italia,Morrisstad,"Viale Campanella, 515 Piano 3",2026-01-01,2026-01-04
1468,196,2024-08-05T00:30:18,cancelled,Países Bajos,Angellara,avenue de Vallée,,
1469,193,2026-02-04T00:34:42,delivered,Alemania,Siegen,Flat 05 Hannah Square,2026-02-05,2026-02-08
1470,149,2025-08-16T23:36:56,delivered,Italia,Büsingen am Hochrhein,"Incrocio Ruggieri, 18",2025-08-19,2025-08-20
1471,552,2025-09-14T22:47:38,delivered,Portugal,Guadalajara,7 Cook Island,2025-09-15,2025-09-17
1472,152,2025-04-10T16:52:22,delivered,Francia,Argentiera Nurra,Rambla de Sigfrido Juan 69,2025-04-12,2025-04-16
1473,171,2026-05-01T04:14:24,delivered,Francia,Clerc-la-Forêt,Tilo-Rörricht-Weg 7,2026-05-02,2026-05-09
1474,497,2025-04-23T16:12:41,delivered,España,Strasburg,"Viale Saverio, 5",2025-04-25,2025-04-26
1475,600,2025-05-28T16:21:58,delivered,Alemania,Pagazzano,Schleichallee 253,2025-05-29,2025-06-01
1476,402,2024-04-10T20:43:56,delivered,Alemania,Legendre,"Stretto Melina, 589",2024-04-11,2024-04-15
1477,443,2025-02-01T03:44:16,delivered,Italia,Gillet,Bährring 54/49,2025-02-03,2025-02-07
1478,568,2025-04-24T21:04:06,delivered,Alemania,Mallersdorf,"Strada Morandi, 9 Appartamento 19",2025-04-26,2025-04-27
1479,498,2025-03-16T14:33:06,delivered,Francia,Lemonnier-sur-Mer,Häringring 17-11,2025-03-19,2025-03-23
1480,500,2025-01-24T22:15:49,returned,Países Bajos,Guipúzcoa,Heinallee 5/4,2025-01-25,2025-02-01
1481,20,2025-06-02T19:14:06,cancelled,Alemania,Tarragona,"Via Mauro, 727 Appartamento 85",,
1482,324,2026-02-14T20:59:10,cancelled,Alemania,Leipziger Land,"Viale Gabba, 2 Piano 5",,
1483,275,2025-09-18T02:18:44,delivered,Francia,Sulzbach-Rosenberg,"Vicolo Manzoni, 75 Appartamento 22",2025-09-21,2025-09-24
1484,120,2026-05-29T17:14:01,delivered,Alemania,Thompsonborough,Kuno-Bähr-Straße 74,2026-05-31,2026-06-05
1485,460,2026-02-21T12:37:31,delivered,Italia,Aci San Filippo,Camino de Amaya Higueras 91 Piso 5,2026-02-24,2026-02-27
1486,295,2024-08-01T05:52:26,delivered,España,Piatto,Cañada de Ramón Quevedo 2,2024-08-04,2024-08-05
1487,449,2024-11-16T12:31:08,delivered,España,Saint Julie,rue Jacques,2024-11-17,2024-11-23
1488,348,2025-05-08T21:23:45,cancelled,España,Steinfurt,Calle de Rodolfo Seguí 149,,
1489,480,2026-06-30T21:55:18,delivered,España,Lesage-les-Bains,"Canale Cainero, 42 Piano 7",2026-07-01,2026-07-05
1490,427,2024-10-24T14:12:46,delivered,España,Benard,Studio 3 Shaw Underpass,2024-10-27,2024-11-01
1491,484,2026-06-24T13:06:59,shipped,Alemania,Bad Mergentheim,rue Grégoire Joubert,2026-06-25,
1492,290,2024-08-20T07:32:39,delivered,Francia,Settimo San Pietro,Herrmann-Kaul-Gasse 5901,2024-08-23,2024-08-28
1493,133,2026-05-03T17:34:53,delivered,Portugal,New Jadeport,Studio 49o Gibbons Spring,2026-05-04,2026-05-07
1494,504,2024-04-06T22:03:16,delivered,Alemania,Catherineshire,"5, rue de Pierre",2024-04-07,2024-04-12
1495,311,2025-03-31T17:58:33,delivered,España,Lleida,Studio 65J Janet Views,2025-04-01,2025-04-04
1496,19,2024-08-18T01:42:46,returned,España,Guipúzcoa,Flat 79 Goddard Union,2024-08-20,2024-08-23
1497,179,2026-05-12T05:46:28,shipped,España,Málaga,"Vicolo Cammarata, 2 Appartamento 31",2026-05-15,
1498,346,2024-09-02T02:19:04,delivered,España,Koblenz,Paseo de Clementina Collado 59,2024-09-04,2024-09-05
1499,124,2024-03-20T08:15:12,shipped,Francia,Sauvage,Köhlerweg 5255,2024-03-23,
1500,265,2025-04-08T17:42:28,shipped,España,Calau,"Strada Fuseli, 7",2025-04-10,
1501,48,2025-09-26T12:56:02,delivered,Italia,Bayreuth,937 Lewis Tunnel,2025-09-29,2025-10-01
1502,528,2024-12-29T05:30:15,delivered,Países Bajos,Madrid,Vial de Fito Anaya 5 Puerta 8,2025-01-01,2025-01-06
1503,449,2026-02-04T01:50:08,shipped,España,East Brandon,Emmerich-Gorlitz-Straße 783,2026-02-06,
1504,109,2025-12-31T04:02:19,delivered,España,Álava,"Contrada Scotti, 80 Piano 1",2026-01-03,2026-01-07
1505,576,2026-04-26T03:42:32,returned,Alemania,Arce,"69, avenue De Oliveira",2026-04-27,2026-05-03
1506,121,2024-09-04T06:04:55,delivered,Portugal,Sainte JulienBourg,"5, boulevard de Blondel",2024-09-05,2024-09-09
1507,453,2025-03-06T10:38:09,cancelled,Francia,Girard-la-Forêt,Calle Jaime Cáceres 64 Piso 4,,
1508,511,2024-03-25T18:25:08,delivered,Alemania,San Valentino,"2, rue Tristan Wagner",2024-03-28,2024-03-28
1509,373,2025-11-05T23:33:35,delivered,España,South Tonyshire,Urbanización Marc Castrillo 81 Puerta 0,2025-11-07,2025-11-09
1510,450,2024-04-04T07:21:02,returned,España,Valencia,Roberto-Ring-Platz 8-1,2024-04-06,2024-04-07
1511,350,2025-12-08T17:14:44,returned,España,Roger,Avenida Elba Ibarra 62 Apt. 60,2025-12-10,2025-12-15
1512,273,2024-11-06T03:06:11,delivered,Alemania,North Mary,"Rotonda Leopardi, 2",2024-11-08,2024-11-14
1513,370,2025-08-25T15:06:36,delivered,Francia,Wurzen,"Canale Rosa, 640 Piano 1",2025-08-28,2025-09-02
1514,543,2025-03-08T05:31:11,delivered,Portugal,Maillot,Käthi-Stumpf-Allee 31/20,2025-03-10,2025-03-12
1515,424,2026-01-05T15:36:46,confirmed,España,Zschopau,Glorieta Chema Murillo 88,,
1516,470,2024-03-30T14:54:08,delivered,España,Termine,Studio 71 Murray Common,2024-04-02,2024-04-07
1517,454,2026-05-12T01:05:01,returned,Italia,Saint Arthur,Bohlanderstr. 2/3,2026-05-13,2026-05-15
1518,72,2025-08-23T18:50:09,pending,Francia,Altentreptow,Herrmannstr. 4895,,
1519,323,2024-07-03T12:19:02,cancelled,España,Cooperview,Pasaje de Abril Ruano 1 Piso 4,,
1520,445,2025-11-13T05:58:58,cancelled,España,Victorshire,"81, rue Dumas",,
1521,38,2026-04-02T14:19:06,delivered,Alemania,West Kimberley,"85, chemin Gabriel Valette",2026-04-05,2026-04-10
1522,60,2024-11-05T20:55:08,delivered,Portugal,Murcia,Thiesallee 93-21,2024-11-08,2024-11-13
1523,303,2026-05-26T18:55:28,delivered,España,Artern,Yilmaz-Birnbaum-Straße 89/74,2026-05-28,2026-06-01
1524,312,2025-12-29T20:09:22,shipped,Francia,Badajoz,C. de Marino Sancho 64 Piso 5,2026-01-01,
1525,353,2025-12-24T11:25:16,delivered,España,Blanchet,"Via Osvaldo, 54 Appartamento 9",2025-12-25,2025-12-29
1526,151,2024-05-29T19:12:58,delivered,España,Arcisate,"16, avenue Monique Maury",2024-06-01,2024-06-04
1527,211,2025-11-15T23:26:34,shipped,Italia,Villa San Leonardo,boulevard Payet,2025-11-18,
1528,453,2025-01-20T22:30:27,delivered,Francia,OllivierVille,"Viale Rosmini, 7 Piano 2",2025-01-23,2025-01-25
1529,415,2026-01-29T23:37:13,delivered,Alemania,Mahe,"27, rue de Lefèvre",2026-01-30,2026-02-03
1530,551,2024-10-03T01:20:45,delivered,España,Pelletier,Rambla de Glauco Antúnez 38,2024-10-05,2024-10-09
1531,533,2024-10-24T04:35:15,returned,Francia,Eberswalde,302 Amber Radial,2024-10-27,2024-10-29
1532,524,2025-10-07T03:22:46,shipped,España,Leonardfurt,C. Clarisa Jordán 70 Puerta 5,2025-10-10,
1533,349,2025-01-10T18:58:52,delivered,España,West Jennifer,"Via Marino, 412 Appartamento 56",2025-01-13,2025-01-14
1534,553,2024-09-01T01:00:55,delivered,Países Bajos,Castelnuovo Berardenga,Henschelgasse 99,2024-09-04,2024-09-06
1535,433,2025-01-08T11:03:58,returned,Francia,Cáceres,Fechnerstr. 5,2025-01-11,2025-01-11
1536,382,2025-04-24T02:10:57,confirmed,España,Craigport,Flat 07J Walton Route,,
1537,520,2025-08-09T22:49:40,delivered,España,ChauvinVille,9 Leslie Crossing,2025-08-11,2025-08-12
1538,128,2026-04-02T23:42:02,shipped,España,South Joshualand,"Incrocio Fornaciari, 938 Piano 3",2026-04-04,
1539,6,2026-04-10T20:50:30,delivered,España,Zaragoza,Studio 56 Melissa Viaduct,2026-04-12,2026-04-15
1540,580,2025-01-08T21:10:30,shipped,Portugal,Sevilla,"Contrada Carosone, 0 Appartamento 8",2025-01-11,
1541,547,2026-03-29T22:51:19,delivered,Alemania,Saint Tristan,Pasadizo Amarilis Miguel 31,2026-04-01,2026-04-02
1542,292,2026-04-12T10:53:36,returned,Francia,Soria,7 Jordan Groves,2026-04-15,2026-04-20
1543,387,2025-01-19T05:05:46,delivered,España,Cuenca,"Canale Stefani, 730 Piano 5",2025-01-22,2025-01-27
1544,336,2025-01-08T03:49:52,delivered,España,Huelva,Studio 97q Thompson Center,2025-01-11,2025-01-15
1545,466,2025-06-07T13:09:12,delivered,España,Hartleyside,Hansgeorg-Aumann-Weg 38/47,2025-06-08,2025-06-11
1546,422,2026-03-23T15:29:56,delivered,España,Fogarole,"7, rue Poirier",2026-03-24,2026-03-26
1547,134,2025-05-02T15:28:10,delivered,Alemania,Sangerhausen,6 Tucker Streets,2025-05-04,2025-05-06
1548,379,2024-05-15T02:50:33,returned,Alemania,Gorino,"Piazza Caetani, 80",2024-05-18,2024-05-22
1549,573,2025-02-13T21:25:01,confirmed,España,St. Martin am Kofl,251 Jordan Crest,,
1550,271,2026-03-17T14:22:24,delivered,Países Bajos,Plars,"Borgo Gianluigi, 149 Piano 9",2026-03-20,2026-03-23
1551,451,2024-06-21T15:24:58,returned,España,Saarlouis,Alameda de Obdulia Casanovas 7 Apt. 97,2024-06-24,2024-06-27
1552,167,2026-01-24T15:10:46,shipped,España,Pontevedra,57 Booth Creek,2026-01-25,
1553,497,2024-11-17T04:37:42,delivered,España,Hannover,"Vicolo Piergiorgio, 26 Appartamento 1",2024-11-20,2024-11-23
1554,542,2025-04-05T18:41:04,cancelled,Francia,Wesel,"87, chemin Léger",,
1555,467,2025-11-04T07:44:31,delivered,Países Bajos,Joemouth,Gehringerstr. 6-8,2025-11-06,2025-11-07
1556,573,2025-05-24T05:42:37,shipped,España,La Coruña,Martha-Franke-Weg 3,2025-05-26,
1557,419,2025-12-30T04:19:26,delivered,Portugal,Sondershausen,Mudestr. 1-1,2025-12-31,2026-01-02
1558,297,2025-02-12T20:49:02,delivered,España,Álava,"Rotonda Soranzo, 337",2025-02-13,2025-02-19
1559,381,2024-03-05T04:17:12,delivered,España,Lemonnier-les-Bains,Flat 92c Amy Tunnel,2024-03-07,2024-03-10
1560,498,2025-04-10T10:42:12,delivered,Francia,Cavalicco,Calle de Ximena Cabrera 82,2025-04-11,2025-04-14
1561,432,2026-03-05T21:28:03,delivered,Francia,Lake Geoffreymouth,41 Hughes Way,2026-03-06,2026-03-10
1562,221,2025-03-29T10:19:16,delivered,España,Riesa,Pasadizo Juan Pablo Casas 633,2025-03-30,2025-04-06
1563,126,2026-03-16T00:04:33,delivered,España,Marzio,"92, rue de Samson",2026-03-19,2026-03-21
1564,428,2024-10-03T01:37:36,shipped,España,Tirschenreuth,"27, rue Jeannine Lefebvre",2024-10-05,
1565,580,2024-10-19T11:16:33,pending,Portugal,South Ben,Romuald-Junk-Gasse 3,,
1566,387,2025-07-15T12:17:59,delivered,España,New Ianton,"26, chemin de Hernandez",2025-07-17,2025-07-23
1567,136,2025-04-27T22:03:11,delivered,Italia,Heathbury,Sorgatzgasse 3/4,2025-04-28,2025-05-04
1568,461,2024-02-21T16:46:55,returned,Portugal,Salamanca,"70, chemin Suzanne Royer",2024-02-24,2024-02-27
1569,92,2025-06-05T11:50:26,returned,Portugal,Marianella,"Borgo Piccinni, 44",2025-06-08,2025-06-13
1570,397,2026-05-20T14:54:50,delivered,Francia,Oschatz,"85, rue Gros",2026-05-21,2026-05-26
1571,47,2026-05-11T19:41:49,cancelled,Italia,Ciudad,Callejón Noé Ibarra 30 Apt. 64,,
